"get(cur_mkt_cap(), px_last(), revenue_per_sh(), ebitda_per_sh(), oper_inc_per_sh(), is_eps(), is_earn_bef_xo_items_per_sh(), is_basic_eps_cont_ops(), is_diluted_eps(), is_dil_eps_bef_xo(), is_dil_eps_cont_ops(), is_div_per_shr(), cash_flow_per_sh(), free_cash_flow_per_sh(), cash_st_investments_per_sh(), book_val_per_sh(), tang_book_val_per_sh(), is_eps(fa_period_offset=1), is_dil_eps_cont_ops(fa_period_offset=1), is_div_per_shr(fa_period_offset=1), cash_flow_per_sh(fa_period_offset=1), book_val_per_sh(fa_period_offset=1), is_eps(fa_period_offset=2), is_dil_eps_cont_ops(fa_period_offset=2), is_div_per_shr(fa_period_offset=2), cash_flow_per_sh(fa_period_offset=2), book_val_per_sh(fa_period_offset=2), is_eps(fa_period_offset=3), is_dil_eps_cont_ops(fa_period_offset=3), is_div_per_shr(fa_period_offset=3), book_val_per_sh(fa_period_offset=3), is_eps(fa_period_offset=4), is_dil_eps_cont_ops(fa_period_offset=4), is_div_per_shr(fa_period_offset=4), is_eps(fa_period_offset=5), is_dil_eps_cont_ops(fa_period_offset=5), is_div_per_shr(fa_period_offset=5)) for(members('RAY Index'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,cur_mkt_cap(),px_last(),revenue_per_sh(),ebitda_per_sh(),oper_inc_per_sh(),is_eps(),is_earn_bef_xo_items_per_sh(),is_basic_eps_cont_ops(),is_diluted_eps(),is_dil_eps_bef_xo(),is_dil_eps_cont_ops(),is_div_per_shr(),cash_flow_per_sh(),free_cash_flow_per_sh(),cash_st_investments_per_sh(),book_val_per_sh(),tang_book_val_per_sh(),is_eps(fa_period_offset=1),is_dil_eps_cont_ops(fa_period_offset=1),is_div_per_shr(fa_period_offset=1),cash_flow_per_sh(fa_period_offset=1),book_val_per_sh(fa_period_offset=1),is_eps(fa_period_offset=2),is_dil_eps_cont_ops(fa_period_offset=2),is_div_per_shr(fa_period_offset=2),cash_flow_per_sh(fa_period_offset=2),book_val_per_sh(fa_period_offset=2),is_eps(fa_period_offset=3),is_dil_eps_cont_ops(fa_period_offset=3),book_val_per_sh(fa_period_offset=3),is_eps(fa_period_offset=4),is_dil_eps_cont_ops(fa_period_offset=4)
METC UW Equity,459748138.2,10.42000008,11.72894942,4.347859561,3.504545815,2.72,2.72,2.72,2.68,2.68,2.68,0,3.948536887,1.148534357,1.057038988,6.773617778,6.773617778,2.6925,2.835833333,0.465,4.1575,#N/A,0.775,5.073333333,0.455,3.55,#N/A,#N/A,3.7925,#N/A,#N/A,#N/A
BSY UW Equity,12420285384,39,3.501004883,0.980613745,0.68447303,0.61,0.61,0.691893,0.59,0.59,0.668294,0.12,1.033871989,0.970793504,0.252605799,1.803630231,-6.844332214,0.543,0.831,0.12,1.035,9.3,0.672,0.982380952,0.12,1.2,9.77,0.867333333,1.159642857,10.5,#N/A,1.44
TOL UN Equity,6552422282,59.27000046,87.99751651,13.76833289,12.91952625,11.02,11.02,11.238796,10.9,10.9,11.119245,0.77,8.450865369,7.836620394,12.2850992,54.78757583,54.78757583,8.261666667,8.261052632,0.816666667,9.9825,60.87454545,7.096875,7.141176471,0.817,8.256,67.98888889,8.476666667,8.522857143,76.93333333,12.44,12.44
AMWD UW Equity,949771184.6,57.13999939,124.5626916,12.0165022,5.850334402,0.84,0.84,3.217164,0.84,0.84,3.209114,0,5.429465924,3.527288687,2.697296753,49.88494947,0.498681643,6.483190476,6.483190476,#N/A,11.63,55.37,6.049,6.049,#N/A,8.4275,56.135,6.65,6.65,64.15,7.46,7.46
BODY UN Equity,194820393.9,0.621999979,2.47802312,-0.785305887,-1.03919685,-0.97,-0.97,-0.73196,-0.97,-0.97,-0.738336,0,-0.369061144,-0.498717883,0.301327391,0.808339566,0.306036483,-0.35,-0.305,0,-0.0445,0.71,-0.210416667,-0.204375,#N/A,0.01775,0.6,#N/A,#N/A,0.54,#N/A,#N/A
TBBK UW Equity,1887878440,33.90000153,#N/A,#N/A,3.145785537,2.3,2.3,2.3,2.27,2.27,2.27,0,#N/A,#N/A,15.94891271,12.46248247,12.42568926,3.333333333,3.333333333,#N/A,#N/A,14.68666667,3.89,3.89,#N/A,#N/A,17.43333333,#N/A,#N/A,#N/A,#N/A,#N/A
FOSL UW Equity,295986165.7,5.710000038,34.43593683,2.43410666,0.856596558,-0.29,-0.29,0.084494,-0.3,-0.3,0.070323,0,-2.468850147,-2.697651121,3.137592375,7.583865553,7.344762383,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SSTI UR Equity,470641712.4,38.59000015,6.144551964,1.091011815,0.378427852,0.33,0.33,-0.203351,0.32,0.32,-0.210114,0,1.207919077,0.272607596,0.787745036,4.857542331,0.672667331,0.170266667,0.322,#N/A,2.38,#N/A,0.4045,1.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
JBHT UW Equity,19499721256,188.3350067,140.7158232,18.77040351,12.64821042,9.21,9.21,9.21,9.21,9.21,9.21,1.6,16.87831984,3.276976709,0.500534976,35.34472687,35.34472687,9.345882353,9.2496,1.682222222,17.04714286,41.76,10.274375,10.14083333,1.763,16.94571429,47.66875,11.70333333,11.395,50.59,13.21,12.85
LRCX UW Equity,66945902030,496.1300049,138.4954493,46.40914255,43.98553799,37.32,37.32,37.248684,37.2,37.2,37.136551,6.45,25.73191794,21.4993447,33.88289772,61.33272527,48.00053913,24.04283333,24.28809524,7.018055556,34.09291667,59.182,29.65447552,29.82598039,7.515535714,29.6675,58.1875,38.70875,37.90375,2255.926667,-47.14,-122.97
MHK UN Equity,7627260735,120.0500031,182.9891145,15.6945117,6.738057451,2.61,2.61,14.565706,2.58,2.58,14.525208,0,9.872087005,-1.408755488,6.165375661,110.3175026,72.91266314,8.909176471,8.909176471,#N/A,25.6505,132.568,11.25816667,11.25816667,#N/A,22.85,144.1666667,12.7875,12.7875,152.08,14.335,14.335
PNR UN Equity,9119788520,55.43999863,25.01092233,4.259101942,3.612257282,2.92,2.93,3.356586,2.9,2.92,3.342496,0.84,2.204490291,1.6875,0.662012518,16.46277411,-9.964230655,3.324,3.542222222,0.875833333,3.856666667,18.295,3.6575,3.913076923,0.92,4.74,20.232,4.025,4.413333333,20.41,4.36,4.73
AAWW UW Equity,2898962909,102.2050018,157.3274426,33.64568235,21.24788265,14.13,14.13,15.222148,12.37,12.37,13.333402,0,30.99757165,27.38985419,16.41149875,103.3959783,101.2709755,14.6925,15.09,#N/A,28.04875,106.39,#N/A,8.13,#N/A,21.95,120.005,#N/A,#N/A,119.84,#N/A,#N/A
SEIC UW Equity,8374391794,62.41999817,14.632339,4.142616722,3.496358519,3.49,3.49,3.512127,3.46,3.46,3.477694,0.83,4.430091643,#N/A,6.597665509,14.5631699,11.51884289,3.552,3.506666667,0.85,2.55,14.88,3.954,3.936666667,0.88,2.62,15.93,4.47,4.275,17,4.97,4.97
RBLX UN Equity,22248219116,37.02999878,3.751124901,-0.929317633,-1.289773783,-1.32,-1.32,-1.32,-1.32,-1.32,-1.32,0,0.63292077,0.098909162,5.03047078,0.705441353,0.398922152,-1.893246753,-1.302383901,0,0.535,1.596666667,-1.898,-1.283759615,0,0.513125,1.96,-1.398333333,-0.357111111,1.72,-0.9575,-1.143333333
VRTX UW Equity,82868982713,322.8349915,34.04989727,16.80983074,16.24733392,12.81,12.81,13.657349,12.68,12.68,13.521185,0,15.83562744,14.92487232,38.07076679,50.76881522,44.2275026,13.33435897,15.23601471,0,13.18,51.645,13.3325,15.50458333,#N/A,13.18,67.405,15.07,16.9,84.64,17.92,19.66
WOOF UW Equity,3095309310,11.64000034,22.52545368,1.588969539,0.870880691,0.32,0.32,0.53321,0.32,0.32,0.52414,0,1.052954536,-0.028739696,0.490052718,7.670210873,-2.929100494,0.4212,0.697121212,0,1.615,9.2,0.77,0.858888889,0,1.6125,9.633333333,0.62625,0.684166667,10.16333333,#N/A,#N/A
CUBE UN Equity,10272046515,45.74000168,4.381439075,2.907295822,3.10013261,1.14,1.14,1.267547,1.14,1.14,1.262511,1.72,2.487902583,1.411311939,0.02307983,12.69837744,12.69837744,1.273571429,1.26175,1.845444444,2.64,12.11,1.395666667,1.38047619,1.920972222,2.79,11.55,1.458666667,1.455,11.815,1.556666667,1.556666667
CEG UW Equity,27825234253,85.16999817,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.645259939,33.03669725,33.03669725,3.213333333,3.189333333,1.315,11.10166667,39.4275,4.58,4.635,2.253333333,12.61,38.68,5.29,5.245,38.3125,6.14,6.29
MAC UN Equity,2940403247,13.68999958,4.006720239,2.184282651,2.158030406,-0.39,-0.39,-0.304205,-0.39,-0.39,-0.307815,0.6,1.674604045,1.149258701,0.511238545,13.47563561,13.0923659,-0.29825,-0.09525,0.684027778,2.315,17.40333333,-0.1075,-0.02,0.742083333,#N/A,17.16666667,-0.069666667,0.019583333,11.175,-0.092333333,0.107916667
NYCB UN Equity,6758925130,9.925000191,#N/A,#N/A,#N/A,1.26,1.26,1.069058,1.26,1.26,1.053872,0.68,#N/A,#N/A,3.804711875,#N/A,#N/A,1.056428571,1.11125,0.68,1.01,13.16,1.198,1.203846154,0.68,1.083333333,13.63222222,#N/A,#N/A,#N/A,#N/A,#N/A
RNR UN Equity,8553770743,195.7299957,101.6442678,#N/A,-35.91009042,-31.25,-31.25,26.070867,-31.25,-31.25,26.068451,1.47,29.69703008,29.94894477,27.55581052,94.54675759,89.07360757,23.36857143,21.849,1.536,48.2,115.6975,20.45047619,23.0795,1.603,#N/A,136.63,26.1725,26.5865625,142.0475,#N/A,#N/A
SIRI UW Equity,22345390602,5.75,2.28350352,0.646159701,0.494450434,0.29,0.29,0.317322,0.29,0.29,0.30935,0.337845,0.488355919,0.381556415,0.010012837,-0.928369705,-2.555584082,0.32143956,0.32225,0.0904,0.5025,-0.876666667,0.3505,0.3523,0.094166667,0.546666667,-0.883333333,0.4,0.4,-0.95,0.455,0.455
MLM UN Equity,22268827024,358.6499939,99.08777555,26.71583166,18.50741483,13.46,13.221859,11.641009,13.43,13.199226,11.612669,2.49,14.72020208,8.131462926,2.185185185,111.6859903,39.28502415,14.12909091,14.00230159,2.603571429,11.345,122.4875,16.84805556,16.82666667,2.786666667,#N/A,128.42,18.8825,18.8825,133.7216667,21.51125,21.68375
RYN UN Equity,5310802682,36.27000046,6.361729914,2.08855061,1.066542329,0.56,0.56,0.519029,0.56,0.56,0.51844,1.095,1.767759856,0.01210254,1.787999924,12.38472895,12.38472895,0.5575,0.585,1.105,1.6575,11.91,0.51875,0.634583333,1.094166667,#N/A,11.38,0.6025,0.641666667,#N/A,0.7375,0.7375
MDGL UW Equity,4944591599,289.1000061,0,-15.90635851,-15.96104908,-16.03,-16.03,-16.03,-16.03,-16.03,-16.03,0,-12.53986095,-12.55800857,8.956818222,0.62385275,0.62385275,-19.2420979,-19.2420979,#N/A,26.81333333,-0.97,-20.924,-20.924,#N/A,-5.528333333,-1.61,-6.23,-6.23,-9.44,16.31425,16.31425
JOUT UW Equity,697735448.7,68.12999725,73.22973106,8.833907989,6.532361344,4.37,4.37,4.389922,4.37,4.37,4.377004,2.31,-6.121958428,-9.243818343,12.73570943,47.88182477,45.96542933,4.2,4.2,#N/A,#N/A,51.21,5.95,5.95,#N/A,#N/A,56.04,#N/A,#N/A,#N/A,#N/A,#N/A
SCCO UN Equity,58137002509,75.16999817,13.00129349,7.126762385,5.945414565,3.33,3.33,3.60318,3.33,3.33,3.601856,4,3.813736903,2.708446514,2.826025094,9.78760833,9.637951106,3.190833333,3.190833333,2.431142857,4.1775,11.415,3.575714286,3.575714286,1.730333333,3.796666667,13.2,4.0195,4.0195,12.86833333,4.1725,4.1725
BXC UN Equity,781929495.5,86.54000092,481.6306918,56.08197677,52.44969275,35.37,35.37,35.306751,34.35,34.35,34.27649,0,28.40109409,24.85629237,25.38484721,61.72308266,55.17433572,17.92,14.8955,#N/A,#N/A,61.65,#N/A,#N/A,#N/A,#N/A,76.29,#N/A,#N/A,#N/A,#N/A,#N/A
LGIH UW Equity,2647639720,113.6800003,110.4275135,20.83726421,20.69988743,17.03,17.03,17.273919,16.83,16.83,17.067407,0,-21.46204229,-21.55102433,2.261028482,68.99790754,68.48189842,8.906,7.954,#N/A,#N/A,76.32,10.79666667,9.8415,#N/A,#N/A,85.19,#N/A,#N/A,89.4875,#N/A,#N/A
SWKH UR Equity,241278964.3,18.81999969,3.637306508,1.989940344,1.777829766,1.324413,1.324413,1.340069,1.313026,1.313026,1.327581,0,1.275059179,1.242640465,1.550333362,21.61584954,20.2898973,0.98,1.4,#N/A,#N/A,22.95,#N/A,#N/A,#N/A,#N/A,23.52,#N/A,#N/A,#N/A,#N/A,#N/A
ISPO UQ Equity,159836535.6,1.25,0,-0.246175954,-0.246175954,-0.23,-0.23,-0.240449,-0.23,-0.23,-0.244206,0,-0.05237542,#N/A,0.026175304,34.69011757,34.69011757,-0.505,-0.505,#N/A,#N/A,#N/A,-0.28,-0.28,#N/A,#N/A,#N/A,-0.10375,-0.10375,#N/A,-0.002,-0.002
HIMS UN Equity,1714882926,8.25,2.185878761,-0.351988789,-0.38688124,-0.42,-0.42,-0.415085,-0.42,-0.42,-0.418595,0,-0.113333445,-0.121902242,0.955239404,1.497184205,0.856937729,-0.22,-0.149,0,0.161,1.65,-0.12935,-0.0755,0,0.207916667,1.62,0.0345,0.063166667,1.78,0.152333333,0.152333333
TCBX UW Equity,251284333.4,18.56999969,11.05612929,#N/A,1.589315585,1.28,1.28,1.28,1.25,1.25,1.25,0,#N/A,#N/A,24.53595015,28.20857575,26.79227558,1.923333333,1.923333333,#N/A,#N/A,25.22666667,2.433333333,2.433333333,#N/A,#N/A,27.64666667,#N/A,#N/A,#N/A,#N/A,#N/A
ACGL UW Equity,23860509762,64.5,23.80449566,#N/A,3.626798405,3.21,3.21,4.071624,3.12,3.12,3.971055,0,9.804341549,9.645411419,2.202909716,29.68983786,27.50568684,5.487272727,5.368227273,#N/A,#N/A,36.075,6.368666667,6.234857143,#N/A,#N/A,41.426,7.028333333,6.976666667,48.29,#N/A,#N/A
DISH UW Equity,7591752310,14.30000019,32.25490958,6.31735019,4.502022931,3.634363,3.634363,3.467502,3.014909,3.014909,2.883383,0,5.50056266,1.14848279,1.740323692,32.11927432,-37.23856189,1.350206044,1.220238095,0,3.876666667,32.99,1.753333333,1.753333333,0,3.91,34.464,0.2095,0.2095,35.734,0.229,0.229
CMAX UW Equity,521215747.2,4.699999809,6.701011121,-0.149267621,-0.407711881,-0.59,-0.59,-0.317277,-0.59,-0.59,-0.319971,0,-0.69483518,-0.779501052,0.610032576,5.36866426,-0.503655893,-0.482,-0.2904,#N/A,-0.32,4.22,-0.385,-0.17,#N/A,-0.203,3.48,#N/A,0.165,3.3,#N/A,0.5175
DKNG UW Equity,6716340581,14.96500015,4.364351688,-3.467278275,-3.87039283,-3.441602,-3.441602,-3.388577,-3.441602,-3.441602,-3.394054,0,-1.56931675,-1.582554832,3.081707024,3.198643083,-0.551749193,-2.704823529,-2.580416667,0,-1.649,1.53,-1.771875,-1.624344498,0,-0.7975,1.04,-1.040958333,-1.013681818,1.051428571,-0.2215,-0.226833333
META UW Equity,3.90E+11,148.6600037,43.44060316,16.6244943,12.92055903,10.57,10.57,10.690354,10.49,10.49,10.610354,0,19.83713646,9.6763516,15.67579737,46.56435272,38.63076923,7.645889724,10.05880769,0,16.695,60.04,9.324508547,9.768333333,0,19.365,58.8,11.45323077,12.89090659,73.85375,14.052,14.70357143
KKR UN Equity,47873515075,55.56000137,12.71075146,2.002612426,-0.122602921,-0.58,-0.58,-0.450985,-0.63,-0.63,-0.505268,0.61,-12.3145702,-12.24918873,12.86160369,18.9981596,15.88159904,3.136666667,3.77,0.672727273,31.145,30.81111111,3.7475,4.721833333,0.710909091,80.39,37.21833333,#N/A,5.286923077,35.37625,#N/A,5.861666667
RE UN Equity,13710503739,350.0700073,306.0368358,#N/A,15.83202658,13.552082,13.552082,24.222226,13.394641,13.394641,24.065415,6.4,95.52437014,95.54541832,42.94117647,195.6265985,195.6265985,38.05,39.66375,6.95,#N/A,233.9885714,41.92333333,48.60928571,7.3275,#N/A,270.706,55.0025,56.4425,247.6528571,#N/A,#N/A
PAYO UQ Equity,2088905396,5.965000153,1.692925035,0.006431724,-0.051787571,-0.067202,-0.067202,0.14358,-0.067918,-0.067918,0.132268,0,0.154903653,0.083597904,1.450451618,1.521009715,1.353659468,-0.090833333,-0.090857143,0,#N/A,#N/A,0.012666667,-0.04295,0,#N/A,#N/A,#N/A,-0.061,#N/A,#N/A,-0.091
HOMB UN Equity,4847832204,23.82999992,5.407855404,#N/A,2.026641807,1.57,1.57,1.757487,1.57,1.57,1.757487,0.66,#N/A,#N/A,9.892618736,17.33418209,10.17358947,2.091428571,2.091428571,0.678571429,#N/A,18.60285714,2.105714286,2.105714286,0.724285714,#N/A,19.92857143,#N/A,#N/A,#N/A,#N/A,#N/A
MCW UN Equity,3113974560,10.21000004,2.832634514,1.262288464,0.650898703,0.44,0.44,0.413975,0.4,0.4,0.379377,0,0.680763462,-1.627392767,0.245827374,2.545994897,-1.501130898,0.371833333,0.364583333,#N/A,0.515,2.855,0.427833333,0.431333333,#N/A,0.68,3.44,0.449,0.49925,3.545,#N/A,#N/A
NLY UN Equity,10952732220,23.40999985,10.31118255,9.911716163,8.013753836,8.06,8.06,3.626911,8.02,8.02,3.601735,3.52,15.43972213,15.67522503,3.133438942,19.93872153,19.86419028,2.445,3.428333333,3.428909091,3.48,20.132,2.397142857,3.293333333,3.224,3.49,23.33,#N/A,#N/A,20.70333333,#N/A,#N/A
ICFI UW Equity,1922736895,102.0350037,89.90570298,9.805509071,5.540999283,3.58,3.58,5.053269,3.55,3.55,5.0021,0.56,2.758158008,1.437670996,0.450416297,44.48087916,-25.94515742,4.573333333,5.6625,0.56,#N/A,#N/A,5.176666667,5.8025,0.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DV UN Equity,4476358549,27.13999939,2.656834077,0.568253114,0.290820064,0.340872,0.340872,0.405384,0.326634,0.326634,0.382796,0,0.519758871,0.319704208,1.473545198,5.100397095,2.20180818,0.2905,0.508230769,#N/A,0.66,5.48,0.551,0.849166667,#N/A,#N/A,6.04,0.836339286,0.874166667,#N/A,1.136875,1.144375
CCI UN Equity,63949771057,147.6999969,16.13394919,9.542725173,11.27482679,3.87,3.87,4.016166,3.86,3.86,4.007465,5.98,6.64665127,3.621247113,0.360277136,17.20323326,-6.228637413,3.774,3.793076923,6.311578947,8.7175,15.596,3.68,3.566923077,6.52,8.755,13.566,3.571428571,3.491666667,7.53,3.838,3.74
RRBI UW Equity,366523346.6,51.02000046,15.75301404,#N/A,6.26391263,5.14,5.14,5.14,5.13,5.13,5.13,0.28,#N/A,#N/A,38.75212889,36.99278179,36.7775788,5.355,5.355,0.3,#N/A,42.745,5.47,5.47,0.4,#N/A,50.79,#N/A,#N/A,#N/A,#N/A,#N/A
AAP UN Equity,8971605357,151.4100037,181.577492,25.18047189,11.38530885,7.83,7.83,11.150983,7.78,7.78,11.077462,6,11.03074109,3.903080668,3.202961672,45.49844211,18.43433396,12.00166667,12.62929825,6.216857143,16.14,64.6,13.67777778,14.01109244,6.088,19.18791667,56.62833333,14.45,14.88571429,61.69666667,17.7775,17.90583333
SKYT UR Equity,466668322.3,10.76000023,5.145158232,-1.024031332,-1.966514837,-1.76,-1.76,-1.809855,-1.76,-1.76,-1.824015,0,-1.91747594,-2.976840073,0.324254134,1.534464848,1.436789472,-1.05,-0.8225,#N/A,#N/A,2.17,-0.5625,-0.324,#N/A,#N/A,2.18,0.085,0.293333333,#N/A,#N/A,#N/A
PLBY UQ Equity,152671732.8,2.890000105,6.210407718,-7.19154297,-7.762128073,-6.761891396,-6.761891396,-2.083184264,-6.761891396,-6.761891396,-2.089493476,0,-1.077063743,-1.256946909,1.270080478,3.185478227,-4.325552132,-0.646,-0.6372,#N/A,-0.1675,2.879999999,-0.325625,-0.14,#N/A,0.3875,2.949999999,#N/A,0.124333333,2.889999999,#N/A,#N/A
ILMN UW Equity,33491528444,212.9149933,29.92356688,#N/A,#N/A,-26.39,-26.39,5.467024,-26.4,-26.4,5.463648,#N/A,#N/A,#N/A,7.050955414,68.40764331,2.531989127,0.811611111,2.053888889,0,2.865,45.59,-5.779888889,3.565803571,0,4.11,51.845,-29.75,5.013809524,64.21,-34.62,7.588333333
STRO UQ Equity,414685496,7.215000153,1.453340907,-2.211496179,-2.389618626,-2.583611,-2.583611,-2.699515,-2.583611,-2.583611,-2.699515,0,-0.033013629,-0.023634437,5.935199124,4.205020706,4.205020706,-2.533333333,-2.530892857,#N/A,17.63,#N/A,-2.16,-2.012857143,#N/A,18.74,#N/A,-2.235,-2.055,#N/A,-1.715,-1.405
BFH UN Equity,2037494836,40.90000153,86.75350701,18.35671343,6.012024048,4.47,4.488978,4.48,4.46,4.48,4.47,0.84,37.03406814,35.67134269,77.9759519,45.39078156,29.37875752,9.336666667,9.307857143,0.84,91.05,52.7125,10.57727273,9.99,0.853333333,107.33,60.45,12.13,12.145,85.22666667,7.66,7.66
SEM UN Equity,3702842194,29.15999985,49.91818957,7.049869607,3.115653279,1.38,1.38,1.378451,1.38,1.38,1.372585,0.5,1.726648184,0.168128768,0.851183426,8.695602043,-21.48891497,1.931666667,1.9565,0.25,2.46,3.4,2.78875,2.7425,#N/A,1.901666667,6.945,3.245,3.19,3.69,#N/A,3.56
DLB UN Equity,7643582750,79.38999939,12.53918392,3.123572357,2.066256626,1.84,1.84,1.926239,1.81,1.81,1.89352,1.02,3.186078608,2.706750675,8.440767902,23.42588945,18.44686471,2.128,3.33,1.06,#N/A,21.07,2.554,3.758,1.113333333,#N/A,19.955,3.35,4.6,19.045,#N/A,#N/A
DOC UN Equity,3613369396,15.82999992,2.272938257,1.404515942,1.549353976,0.53,0.53,0.194966,0.53,0.53,0.190076,0.92,1.248629423,-2.090120948,0.011077638,12.4263799,12.4263799,0.202666667,0.19284127,0.92,1.35,11.25,0.240933333,0.237666667,0.925,1.3825,11.5575,0.283333333,0.283333333,11.165,0.305,0.305
REXR UN Equity,12402052994,63.49000168,3.603631841,2.2203361,2.738387845,0.93,0.93,0.852585,0.93,0.93,0.84554,1.185,1.911319596,1.17786663,0.203426827,32.98993137,31.9981893,1.3375,1.322,1.325,#N/A,38.37,1.115,1.115,1.4075,#N/A,36.55,#N/A,1.221875,37.32,#N/A,#N/A
RDW UN Equity,165378461.6,2.589999914,3.052201313,-1.315342808,-1.556855354,-1.36,-1.36,-1.271042,-1.36,-1.36,-1.271042,0,-0.828657762,-0.875105895,0.327368249,1.71032882,-1.275050119,-1.79,-1.79,#N/A,#N/A,#N/A,-0.22,-0.22,#N/A,#N/A,#N/A,0.01,0.01,#N/A,0.35,0.35
EPC UN Equity,2203675371,42.66999817,40.89830508,5.359698682,3.412429379,1.86,1.86,2.564972,1.84,1.84,2.541493,0.6,1.920903955,0.858757062,3.658891209,28.30356915,-16.65794085,2.1825,2.416,0.616666667,#N/A,29.48,2.54,2.69,0.643333333,#N/A,31.39,2.45,2.9875,#N/A,#N/A,#N/A
SAIC UN Equity,5648666395,103.4000015,134.5503356,11.2393736,8.375838926,4.82,4.82,5.377363,4.8,4.8,5.346521,1.48,8.780011041,8.286353468,0.963636364,30.65454545,-41.18181818,5.412222222,7.341538462,1.545,#N/A,32.075,6.255,7.865454545,1.545,#N/A,37.16,7.16,8.9125,35.91333333,8.11,9.9125
EP UA Equity,282829508.2,12.80000019,2.7420094,0.657509493,0.552451056,0.004587,0.004587,0.140567,-0.05694,-0.05694,0.07904,0,#N/A,#N/A,0.719012693,1.109126512,1.109126512,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DC UA Equity,253928533.1,3.470000029,0,-0.452157381,-0.455005798,0.032184,0.032184,0.034949,0.032184,0.032184,0.034949,0,-0.324225397,-0.448835584,0.388877489,1.451338811,1.451338811,#N/A,-0.41,#N/A,-0.28,#N/A,#N/A,-0.32,#N/A,-0.2,#N/A,#N/A,-0.225,#N/A,#N/A,-0.105
ZI UW Equity,11326615457,28.05999947,2.554892629,0.61571232,0.370932188,0.47,0.47,0.436244,0.46,0.46,0.423091,0,0.92239723,0.847450888,1.087392983,5.443905196,0.214405045,0.332444444,0.916666667,0,1.07,6.215,0.566071429,1.152307692,#N/A,1.2,7.21,0.824142857,1.490435897,5.93,0.59,1.894
REAL UW Equity,175537742.5,1.789999962,6.237206899,-1.508609321,-2.090495739,-2.22,-2.22,-2.204752,-2.22,-2.22,-2.206027,0,-1.212773838,-1.457141189,3.067975542,-1.442445505,-1.442445505,-1.735361111,-1.381378205,#N/A,5.5219,-2.5,-1.43225,-0.844875,#N/A,4.814,-2.925,-1.43835,-0.438,-4.12,-0.402857143,-0.279625
KRTX UQ Equity,6863964706,199.75,1.390602216,-7.563984976,-7.650102889,-7.44,-7.44,-7.441109,-7.44,-7.44,-7.441109,0,-5.080948348,-5.179593222,34.7066416,34.47141764,34.47141764,-9.908833333,-9.814166667,0,-9.64,40.74,-12.21,-11.44866667,0,-7.73625,28.08,-4.213474026,-6.22,19.97,6.382272727,10.415
WGS UW Equity,342549134.2,0.422899991,0.767682763,-1.413795689,-1.522944173,-0.93,-0.93,-0.951927,-0.93,-0.93,-0.951927,0,-1.031430835,-1.05127154,0.501692445,1.471556016,0.497261737,-0.71,-0.2825,#N/A,#N/A,#N/A,#N/A,-0.375,#N/A,#N/A,#N/A,#N/A,0.21,#N/A,#N/A,#N/A
HYFM UW Equity,84016998.59,1.860000014,8.785151027,-4.731757559,-5.893222453,-5.82,-5.82,-1.308215,-5.82,-5.82,-1.312491,0,-0.277093251,-0.480354389,0.365489624,8.476420833,1.69164988,-0.883333333,-0.956666667,#N/A,-0.221,7.65,-0.431,-0.419333333,#N/A,0.02,7.22,-0.510833333,-0.444375,7.085,#N/A,#N/A
HLF UN Equity,1720790446,17.57999992,53.72491828,6.590897662,5.43726427,3.08,3.08,3.24312,3.04,3.04,3.203448,0,3.863171549,2.250942922,5.444785276,-13.92535787,-18.05316973,2.4325,3.16,0,#N/A,-13.59,3.2525,3.87125,0,#N/A,-11.95,#N/A,#N/A,-9.02,#N/A,#N/A
AXS UN Equity,5290056601,62.47999954,60.51375141,#N/A,3.608962575,2.27,2.27,15.420761,2.25,2.25,15.27495,1.73,#N/A,#N/A,8.772576032,47.74864281,44.26255327,7.944285714,7.546666667,1.79,#N/A,52.63666667,8.832857143,8.555,1.843333333,#N/A,58.952,9.645,9.63,65.22666667,#N/A,#N/A
VTGN UR Equity,52597240.04,0.239899993,-0.000902381,-0.309504652,-0.313744628,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,0,-0.283707459,-0.285653569,0.170604446,0.143132485,0.143132485,-0.258,-0.258,#N/A,#N/A,#N/A,-0.2,-0.2,#N/A,#N/A,#N/A,0.108,0.108,#N/A,0.674,0.674
MSGE UN Equity,1797629850,52,53.3401101,3.371887106,-1.870124953,-4.651159,-4.651159,-3.334323,-4.651159,-4.651159,-3.334679,0,1.831152849,-24.08874843,13.28199711,55.19545586,34.292822,-0.185,-1.537166667,#N/A,2.32,61.66,3.15,-0.519166667,#N/A,3.31,62.65,#N/A,#N/A,67.745,#N/A,#N/A
